ε CrB,PM*,239.39688084174207,26.877879625768056,-77.716,-60.971,-32.42,13.4922,K2IIIab,4.13
θ CrB A,Be*,233.23242559618694,31.359132267070578,-20.15,-9.39,-25.7,8.69,B6Vnne,4.13
θ CrB B,*,233.2323567625,31.358977519444448,-19.6,-6.2,null,null,null,6.29
τ CrB,PM*,242.2429538510379,36.490870568733335,-59.431,332.28,-20.0107,29.0217,K1-III-IV,4.73

α Crv,PM*,182.10340531836871,-24.728875596671113,96.976,-40.023,2.8,66.7696,F1V,4.01,name=Alchiba
β Crv,PM*,188.59681217680622,-23.39676021620222,1.116,-56.704,-7.34,22.0049,G5IIBa0.3,2.64,name=Kraz
γ Crv,PM*,183.9515450373768,-17.541930457603193,-158.61,21.86,-4.2,21.23,B8III,2.58,name=Gienah
δ Crv A,PM*,187.46606318416664,-16.515431261666667,-209.276,-139.184,13.9,38.06,A0IV(n)kB9,2.94,name=Algorab
δ Crv B,PM*,187.46204528879,-16.52089115768,-211.126,-136.261,7,37.3513,K1,8.43
ε Crv,PM*,182.53116909374998,-22.6197672175,-72.019,10.637,5,10.5984,K2+IIIa,2.98
ζ Crv,Be*,185.14017492944,-22.2159004737,-108.879,-27.661,-6.4,8.4789,B8V,5.21
η Crv,PM*,188.01761000770082,-16.196005170938612,-424.597,-58.241,0.69,54.8135,F2V,4.294
R Crv,Mi*,184.90779460029998,-19.256072860630002,-4.247,-8.663,-22,1.2136,M4.5-9:e,6.7
SV Crv,LP*,192.44594990654,-15.078915584089998,-15.804,-2.895,-14.4,2.3488,M5-III,7.08
TT Crv,LP*,185.82861282986997,-11.8121183639,-51.39,-10.877,3.5,3.2721,M2III,6.494
TZ Crv,LP*,180.23861021810998,-21.2507729328,-11.387,-45.761,263.05,0.9065,G6/8IIICNII,8.14
TU Crv,dS*,188.99498343775997,-20.52747666913,30.202,-51.28,-2,13.2558,F0V,6.184
UW Crv,LP*,184.92748178027998,-19.19888342378,-26.493,18.069,null,2.1145,M4III,8.32
UX Crv,LP*,185.21251190564996,-12.85337134454,-24.657,10.4,-5.35,1.6995,M3III,8.3
VV Crv,SB*,190.31646901884,-13.01389896264,-117.671,8.138,-14.1,12.2688,F6III,5.843
VW Crv,LP*,193.24502608587,-14.620635728949999,-30.868,-6.151,9.47,1.7043,M1/2III,7.58
3 Crv,PM*,182.76599584003998,-23.60242106565,-66.124,-20.205,14.41,16.3368,A1V,5.47
6 Crv,*,185.83994862939997,-24.840670401719997,-19.342,-20.272,-2.42,9.5952,K1III,5.658

α Crt,PM*,164.94360481576166,-18.298786220615558,-462.303,128.614,47.54,20.3693,K0IIIb,4.07,name=Alkes
β Crt,SB*,167.91449465302,-22.82584804833,7.827,-102.911,8.13,10.3043,A1V,4.449
γ Crt,PM*,171.2205150667429,-17.684011879005833,-96.811,3.65,0.58,37.7065,A7V(n),4.06
δ Crt,PM*,169.83519729807168,-14.778539835960277,-122.958,207.083,-4.94,17.017,G9IIICH0.5,3.56
ε Crt,*,171.15246338381,-10.85932652882,-25.154,24.689,2,8.178,K4III,4.802
ζ Crt,**,176.19073323219,-18.3506763721,27.298,-24.644,-3.64,9.5113,G8.5III,4.706
θ Crt,PM*,174.17045502168125,-9.802222701550557,-59.995,3.959,-4.24,10.8503,B9.5V,4.673
λ Crt,SB*,170.84117277756457,-18.780035593582223,-319.253,-17.823,11.05,22.0397,F5III,5.09

α^1 Cru,*,186.6495666666667,-63.09909166666667,-35.4,-14.7,-11.2,null,B0.5IV,1.28,name=Acrux,wellKnownName=true
α^2 Cru,*,186.65184166666666,-63.09952222222222,-42.5,-7.7,-0.6,null,B1V,1.58
β Cru,bC*,191.9302865619529,-59.68877199622606,-42.97,-16.18,10.3,11.71,B1IV,1.25,name=Mimosa,wellKnownName=true
γ Cru,PM*,187.79149837560794,-57.11321345705891,28.23,-265.08,21,36.83,M3.5III,1.64,name=Gacrux,wellKnownName=true
δ Cru,Pu*,183.78632699611498,-58.748924076838335,-36.951,-11.296,22.2,7.1681,B2IV,2.752
ε Cru,PM*,185.3400338906829,-60.40114813057249,-171.223,91.795,-4.6,14.1999,K3III,3.57,name=Ginan
ζ Cru,Pu*,184.60934197714997,-64.0030853698,-37.431,-6.576,15.8,9.2402,B2/3V,4.05
η Cru,SB*,181.72040893237084,-64.61373070048556,34.27,-36.902,13.13,50.7919,F2V,4.136
θ^1 Cru,SB*,180.75625269311038,-63.31292865802249,-152.903,6.355,-2.8,14.5878,A3(m)A8-A8,4.32
µ^1 Cru,Pu*,193.6484344215275,-57.17792469914083,-31.631,-13.353,13.9,8.0152,B2IV-V,4.04
λ Cru,Be*,193.66326137584585,-59.146702561968894,-33.051,-14.751,12,8.773,B3Vne,4.602

α Cyg,sg*,310.35797975307673,45.280338806527574,2.01,1.85,-4.9,2.31,A2Ia,1.25,name=Deneb,wellKnownName=true
β^1 Cyg,**,292.68031501400833,27.959673631221666,4.915,-11.127,-24.7752,8.9816,K3II+B9.5V,3.08,name=Albireo
β^1 Cyg A,*,292.68035069583334,27.959692797222218,-1.5,-1.4,null,null,K3II,3.2
β^1 Cyg B,*,292.6803949,27.959617002777776,-1.5,-1.4,null,null,B9.5V,5.15
β^2 Cyg,Be*,292.68915075746,27.96527475517,-1.078,-1.54,-18.8,8.1896,B8Ve,5.11
γ Cyg,V*,305.55709098208337,40.25667915638889,2.39,-0.91,-5.906,1.78,F8Ib,2.23,name=Sadr
ζ Cyg,SB*,318.23410828951364,30.226898680620003,-3.792,-45.429,16.72,21.813,G8+III-IIIaBa0.5,3.21
ε Cyg,**,311.55280115351087,33.97032834364584,365.954,308.787,-12.599,43.1769,K0III,2.48,name=Aljanah
δ Cyg,PM*,296.24365384430797,45.13081463141527,41.87,47.298,-23.6,21.1474,B9.5IV,2.87,name=Fawaris
π^1 Cyg,SB*,325.5235860829083,51.18962768180972,4.934,-3.583,-8.2,2.2726,B3III,4.66,name=Azelfafage
π^2 Cyg,SB*,326.69837408038626,49.309570627924444,5.478,-3.121,-12.3,2.2801,B2.5III,4.18

α Dor,a2*,68.49907161292998,-55.04497896378182,57.75,10.93,25.6,19.34,B8IIIpSi,3.28
β Dor,cC*,83.40631655411,-62.48982679379999,-0.611,12.95,7.06,2.9308,F8/G0Ib,3.76
γ Dor,gD*,64.00661092702,-51.48664797621,100.502,184.18,25.25,48.9494,F1V,4.2
δ Dor,*,86.19320831979958,-65.73549809975806,-29.111,4.966,-8.3,21.872,A7V,4.36
ε Dor,V*,87.47303946824165,-66.90119819821057,-22.048,20.106,15.5,5.497,B6V,5.11
ζ Dor,PM*,76.37773197557,-57.47270469412,-31.903,117.94,-1.15,85.5233,F9VFe-0.5,4.708
κ Dor,PM*,71.08824306385,-59.732737862689994,23.86,39.974,0,14.8207,A8/9III/IV,5.282
η^1 Dor,SB*,91.53909069845,-66.03962089776,13.575,28.139,17.6,9.5464,A0V,5.69
η^2 Dor,PM*,92.81242353741,-65.58941802255,-23.255,119.249,34.5,4.5312,M2.5III,5.01
θ Dor,Er*,78.43939878111,-67.185258274,18.485,38.123,9.61,6.0186,K2+III,4.801
λ Dor,*,81.58027405503,-58.912517783359995,-9.792,33.35,10,5.9209,G8III,5.129
ν Dor,PM*,92.18442410118668,-68.8434117732975,-51.204,19.086,17,11.5734,B8V,5.038
π^1 Dor,*,95.65948232394,-69.98404457966,26.17,34.33,15.7,4.9606,K5III,5.542
π^2 Dor,PM*,96.36929452899001,-69.69030000159,-12.184,200.786,9.1,11.7563,G8III,5.38
G Dor,SB*,83.24819047703375,-64.22751491597833,45.741,-3.051,0.64,13.933,G8/K0III,5.341
R Dor,AB*,69.18996363611527,-62.077165937032035,-69.36,-75.78,26.1,18.31,M8III:e,5.4
U Dor,OH*,77.53683895787,-64.31784883375,20.611,24.328,55.1,1.8182,M8IIIe,8.1
WZ Dor,LP*,76.89177858747,-63.39967982294,13.21,-44.813,19.3,5.6282,M3III,5.205
AB Dor,TT*,82.18696340245,-65.44866642978,37.554,158.574,16.93,67.3331,K0V,6.999
AG Dor,RS*,61.871598628330005,-52.57145194471,155.908,-232.137,68.95,29.7201,K2IV-Vk,8.595
AN Dor,SB*,73.11768235911,-55.69705750914,0.679,5.01,null,1.0497,B2/3V,7.69
AL Dor,SB*,71.71773168392,-60.60352741428999,49.736,130.933,11.5,15.1621,F8V,7.73
29 Dor,Be*,84.22907732765,-66.56028547569,-5.912,11.403,14.5,4.6624,A1IIIe,6.274
36 Dor,PM*,88.52522743824083,-63.08978028735111,148.129,550.143,26.33,36.5981,K2III-IV,4.66

α Del,**,309.90949848153707,15.912160008943609,71.574,-30.655,-3.4,13.7298,B9IV,3.8,name=Sualocin
β Del,**,309.3872554152033,14.5950887473128,118.09,-48.06,-32.57,32.33,F5IV,3.63,name=Rotanev
γ^1 Del,PM*,311.66192102518,16.124128271850005,-11.702,-203.994,-6.97,27.8884,F8V,4.96
γ^2 Del,PM*,311.66458259985995,16.124293954090003,-30.476,-197.504,-6.17,28.1359,K1IV,4.25
ε Del,V*,308.30322026626874,11.303266387445278,10.915,-19.606,-19.4,8.9149,B6IV,4.03,name=Aldulfin
δ Del,dS*,310.8647231393717,15.074578684846113,-20.663,-42.983,9.3,14.7809,kA7hF1VmF1pSrEuCr:,4.417
18 Del,PM*,314.60805637291,10.839286352639999,-49.921,-34.509,4.35,13.3021,G6III,5.506,name=Musica

α Dra,SB*,211.09732332021125,64.3758696175675,-56.351,12.329,-13,12.5156,A0III,3.68,name=Thuban
β Dra,*,262.60817373291667,52.30138870861111,-15.89,12.28,-20.825,8.58,G2Ib-IIa,2.81,name=Rastaban
γ Dra,*,269.1515411786243,51.48889561763423,-8.48,-22.79,-27.91,21.14,K5III,2.23,name=Eltanin
δ Dra,PM*,288.1387557204383,67.66153865705445,94.599,92.374,24.818,33.3499,G9III,3.07,name=Altais
ε Dra,PM*,297.04312691249,70.26793029824,79.486,40.041,3.12,21.3219,G7IIIbFe-1,3.91
ζ Dra,**,257.1966155398917,65.71464532697362,-16.55,32.757,-17.7,7.8274,B8III,3.17,name=Aldhibah
η Dra,PM*,245.99785970199997,61.51420976085001,-16.394,57.094,-14.734,35.7163,G8-IIIab,2.74,name=Athebyne
θ Dra,SB*,240.4722707483108,58.56525053776528,-319.968,333.904,-8.23,46.4665,F9V,4
ι Dra,V*,231.23239085120377,58.966065864404726,-8.183,17.296,-10.912,32.5239,K2III,3.29,name=Edasich
κ Dra,Be*,188.37059715355997,69.78823885895,-58.571,10.11,-12,7.0093,B6IIIe,3.89
λ Dra,V*,172.85092364299916,69.33107573011195,-41.24,-18.851,6.6,8.6458,M0III-IIIaCa1,3.85,name=Giausar
ο Dra,RS*,282.80039310189,59.38835014726,79.097,26.328,-38.19,9.5709,G9IIIFe-0.5,4.636
ξ Dra,PM*,268.38220642831584,56.87264192915222,93.698,78.914,-26.09,29.0603,K2III,3.75,name=Grumium
π Dra,*,290.1670477892996,65.71453186921029,14.587,41.076,-29.16,14.2637,A0III,4.59
ρ Dra,PM*,300.7044618618392,67.87356411482388,15.824,47.749,-9.69,7.5052,K2+IIICN1Ca1,4.5
σ Dra,PM*,293.0899592077504,69.66117661255723,597.384,-1738.286,26.734,173.4939,K0V,4.68,name=Alsafi
τ Dra,PM*,288.88743875065,73.35552175418,-129.43,93.738,-26.75,21.6734,K2+IIIbCN1,4.45
υ Dra,SB*,283.59938282556,71.29719626537,50.28,42.736,-8.75,8.6601,K0IIICN0.5,4.814
χ Dra,SB*,275.2640939542736,72.73284772361531,531.21,-349.71,31.9,124.11,F7V,3.58
φ Dra,a2*,275.1893010132354,71.33781941082947,-5.03,37.86,-16,10.77,B8V,4.22
ψ^1 Dra A,SB*,265.48359320893996,72.14886878277,88.254,-271.791,-12.84,43.95,F5IV-V,4.55,name=Dziban
ω Dra,SB*,264.23789294864787,68.75796709276833,1.69,321.452,-13.98,42.0939,F4V,4.77
d Dra,*,278.14384413886,57.04559604823001,0.068,-7.961,-12.32,1.02,F8Ib-II,4.761
g Dra,*,250.2296645100692,64.58904568811278,-0.598,-16.291,-0.885023,4.5535,K0IIICN-0.5CH-2Ca1,4.842
h Dra,SB*,254.00704653971044,65.13480466274389,237.185,49.077,-22.25,65.2904,F8V,4.88
4 Dra,SB*,187.52775831911,69.2011039547,-57.311,-50.365,-15.8,5.7233,M3+IIIa,4.95
6 Dra,SB*,188.68341369812998,70.02177924793,-32.393,-4.449,3.38,6.6159,K2.5IIIFe-2,4.946
7 Dra,*,191.89309745841996,66.79030426272,7.182,-6.333,6.57,4.2243,K5III,5.423,name=Tianyi
8 Dra,gD*,193.86895235071998,65.43847420237,-3.658,-30.126,9,33.9667,F3IV,5.225,name=Taiyi
15 Dra,*,246.99589402110996,68.76813708627,-24.299,34.349,-6.7,6.7911,B9.5IV,4.949
42 Dra,PM*,276.49640400057,65.56348092883,105.816,-26.846,32.553799,11.056,K1.5IIIFe-1,4.823,name=Fafnir

α Equ,SB*,318.95598819687746,5.247891952405833,49.747,-89.846,-16.26,17.1985,G6IV+B9.5V,3.933,name=Kitalpha
β Equ,PM*,320.72338934143,6.811139838180001,53.843,10.742,-12.11,10.1648,A3V,5.148
γ Equ A,a2*,317.58541696715,10.13158110216,45.456,-152.116,-16.489,28.2433,A9VpSrCrEu,4.68
γ Equ B,PM*,317.5850625,10.131544444444444,49.1,-151.9,null,null,null,8.69
δ Equ,SB*,318.6200637820833,10.006979410555555,42.39,-304.19,-15.85,54.09,F7(V)+G0(V),4.49
ε Equ A,SB*,314.76867511250003,4.293505177777777,-102,-152,null,null,F5(V),5.96
ε Equ B,PM*,314.7684236291667,4.293559755555555,-102,-152,null,null,F6(V),6.31
S Equ,SB*,314.30350220255,5.08039603853,16.889,-4.74,-48,2.4961,B8/9IV/V,8.37
RU Equ,LP*,319.57267007239,7.76044794051,-7.276,-6.66,18.96,1.9965,M6,8.52
SX Equ,**,314.82161842683,8.63768276952,2.655,-8.306,-39.69,1.3128,K5,8.28
SY Equ,bC*,320.87003595579,9.931922338279998,-0.185,-9.049,40,0.3869,B0.5IIIn,8.53
2 Equ A,*,315.55211487151,7.179756607749999,-9.184,-12.915,null,8.8125,null,7.35
2 Equ B,*,315.55163987764,7.179109910990002,-4.328,-17.934,null,8.5577,null,7.58
3 Equ,*,316.1443817368299,5.502864354010001,13.115,0.752,-15.21,2.6635,K5III,5.585
6 Equ,*,317.63048350724,10.04891338378,0.982,17.687,6.9,8.7702,A2Va,6.057
9 Equ,V*,320.2701082390199,7.354504324109999,43.287,-17.67,-22.35,3.6305,M2III,5.798

α Eri,Be*,24.428522833333336,-57.236752805555554,87,-38.24,8.47,23.39,B6Vpe,0.46,name=Achernar,wellKnownName=true
β Eri,PM*,76.96239535462041,-5.086496983969999,-88.481,-70.497,-6,36.2456,A3IV,2.79,name=Cursa
δ Eri,PM*,55.81208557481292,-9.763391932194168,-93.634,744.36,-6.23,110.0254,K0+IV,3.54
ε Eri,BY*,53.23268537982792,-9.458260970518056,-974.758,20.876,16.376,310.5773,K2V,3.73,name=Ran
ζ Eri,SB*,48.95844035892001,-8.81973238362,-2.8,46.883,-5.8,27.395,kA4hA9mA9V,4.8,name=Zibal
η Eri,PM*,44.10687184660001,-8.8981434724,78.2,-219.121,-20.32,24.2178,K1+IIIb,3.87,name=Azha
θ^1 Eri,PM*,44.56531815678001,-40.30467763811,-52.273,23.058,11.9,19.9047,A3IV-V,3.18,name=Acamar
θ^2 Eri,PM*,44.56834883087999,-40.30469619625,-50.502,16.613,18.8,19.527,A1V,4.11
ι Eri,PM*,40.166811874223335,-39.855376525024454,135.601,-27.235,-8.13,22.2853,K0IIIb,4.116
µ Eri,SB*,71.37563095050251,-3.2546598112747223,15.08,-12.764,23.3,5.8125,B5IV,4
ν Eri,bC*,69.07975799391498,-3.352460484701945,0.865,-4.665,14.9,4.7961,B2III,3.928
ο^1 Eri,dS*,62.96641270133917,-6.837579624323332,10.233,81.858,11,26.1097,F0III,4.026,name=Beid
ο^2 Eri,PM*,63.817998412477074,-7.652869660838334,-2240.085,-3421.809,-42.269,199.608,K0V,4.43,name=Keid
τ^1 Eri,PM*,41.275828336206246,-18.572622827755275,318.568,48.171,25.9,70.0459,F7V,4.46
τ^2 Eri,PM*,42.759696298533754,-21.00401153253444,-52.886,-21.805,-5.9,16.793,K0III,4.77,name=Angetenar
τ^3 Eri,PM*,45.59791399675917,-23.624471723482227,-147.851,-55.251,-9.8,36.9502,A3IV-V,4.09
τ^4 Eri,LP*,49.87916936539666,-21.757865396989718,52.774,32.718,41.7,10.6153,M3III-IIIaCa-1,3.7
τ^5 Eri,SB*,53.44698288227083,-21.63288447691278,44.746,-27.676,14,10.1913,B9V,4.25
τ^6 Eri,PM*,56.71203049437417,-23.249722802974723,-159.92,-529.646,7.19,56.2281,F5IV-V,4.2
τ^7 Eri,Pe*,56.91520872628001,-23.874677463020003,47.218,48.519,28.52,12.5218,A3Vs,5.235
τ^8 Eri,SB*,58.427926484400004,-24.61222817154,30.202,-6.579,20.5,9.9585,B6V,4.623
τ^9 Eri,a2*,59.981182366400006,-24.01621588763,11.786,16.74,25.5,9.9739,ApSi,4.66
υ^1 Eri,PM*,68.37730105433,-29.76649184907,-114.74,-272.059,20.62,26.0289,K0+IIIbFe-0.5,4.51
υ^2 Eri,PM*,68.88765817174708,-30.562342037091394,-49.422,-12.543,-4,15.4501,G8+III,3.82,name=Theemin
υ^3 Eri,PM*,66.00919305988,-34.01684951183,67.572,48.489,24.1,11.127,K3.5III,3.96,name=Beemim
υ^4 Eri,SB*,64.47359333520666,-33.79834789118277,62.194,-5.455,17.6,18.4002,B8V+B9.5V?,3.56
φ Eri,PM*,34.12744204857083,-51.512165163000276,91.975,-22.503,10.4,21.6862,B8IV,3.57
χ Eri,PM*,28.989415693558758,-51.60887759053111,680.11,294.318,-6.3,56.8508,G8IIIbCNIV,3.71
g Eri,PM*,57.36352607903708,-36.20025674197,-45.547,-49.503,2.69,14.9781,G7III,4.17
l Eri,**,69.54509840443708,-14.30402789671278,-79.531,-153.335,43.33,28.8769,K2-IIIb,3.87
l Eri A,PM*,69.54510425416667,-14.303983152777779,-76,-167.2,null,null,null,3.89

α For,PM*,48.018874183263755,-28.987621986758608,359.565,619.186,-17.52,71.4337,F6V,3.98,name=Dalim
β For,RG*,42.27257876772,-32.405897779689994,86.023,159.404,17.82,18.4596,G9IIIb,4.46
ν For,a2*,31.122689823389166,-29.296804696866115,1.849,11.772,18.5,9.4034,B9.5IIIspSi,4.69

α Gem,**,113.64947163976585,31.88828221646326,-191.45,-145.19,-11.23,64.12,A1V+A2Vm,1.58,name=Castor
α Gem A,SB*,113.64942845,31.88827619166667,-206.3,-148.2,6,null,A1.5IV+,1.9
α Gem B,SB*,113.65041855,31.888491991666665,-206.3,-148.2,-1.2,null,kA0hA2:mA1IVs,3
β Gem,PM*,116.32895777437875,28.02619889009357,-626.55,-45.8,3.391,96.54,K0IIIb,1.14,name=Pollux
γ Gem,SB*,99.42796042942895,16.399280426663772,13.81,-54.96,-12.63,29.84,A1.5IV+,1.92,name=Alhena
δ Gem,SB*,110.03072735754377,21.98230404962861,-27.722,-14.702,4.1,53.7692,F2VkF0mF0,3.53,name=Wasat
ε Gem,V*,100.98302979662667,25.131127192367778,-4.853,-11.78,7.77,3.7477,G8Ib,2.98,name=Mebsuta
ζ Gem,cC*,106.02721349362085,20.570298465267225,-7.738,-0.943,9.5325,3.0729,G1Ib,3.79
η Gem,RG*,93.71935536055373,22.506787327170834,-59.53,-7.766,22.39,4.7312,M2IIIa,3.28,name=Propus
θ Gem,PM*,103.1972452606746,33.96125676049195,-1.705,-47.193,33.37,16.8701,A2IV,3.6
ι Gem,**,111.43164850380958,27.79807970844639,-122.06,-85.133,7.432,24.0201,G9IIIb,3.79
κ Gem,**,116.11184921750542,24.397996469691666,-28.403,-50.675,20.15,22.0907,G8III-IIIb,3.57
λ Gem,PM*,109.52324549807,16.54038599479,-46.157,-36.007,-15.34,32.6068,A4IV,3.559
µ Gem,LP*,95.74011192619564,22.513582745904277,56.39,-110.03,54.38,14.08,M3IIIab,2.87,name=Tejat
ν Gem,Be*,97.24077555916666,20.212134895555558,-6.82,-13.1,39.4,5.99,B6IVe,4.14
ξ Gem,RG*,101.32235202269875,12.895594959796389,-114.564,-191.671,27.2,54.1894,F5IV-V,3.36,name=Alzirr
ο Gem,PM*,114.79139442639,34.58430633086,-37.975,-105.132,13.7,19.3338,F5-6IV,4.9,name=Jishui
ρ Gem,PM*,112.27799528660326,31.784549252299783,159.09,193.29,-2.67,55.41,F1V,4.18
σ Gem,RS*,115.82803204470962,28.8835088440125,61.692,-229.213,44.15,27.121,K1IIIe,4.29
τ Gem,PM*,107.78487630737042,30.24516376985388,-30.725,-48.515,21.27,8.3261,K2III,4.42
υ Gem,PM*,113.98062505905,26.8957444986,-32.841,-106.002,-21.61,12.8761,M0III,4.06
e Gem,PM*,103.66099228198793,13.177845317954445,68.745,-86.832,24,33.9184,kA8mF0Vp,4.715
1 Gem,**,91.03006433050544,23.26334447236106,-1.61,-118.33,22.39,21.03,G5III,4.15
30 Gem,PM*,100.99702978194,13.22799990159,-0.452,-52.279,12.3044,10.3816,K0+IIICa1,4.49

α Gru,PM*,332.05826969609114,-46.96097438191952,126.69,-147.47,10.9,32.29,B6V,1.71,name=Alnair
γ Gru,PM*,328.48215125261004,-37.36487221701779,110.445,-17.161,2.93,17.808,B8IV-Vs,3.01,name=Aldhanab
ε Gru,SB*,342.13874192297,-51.31686481202,107.195,-62.575,-0.4,25.7902,A2IVn,3.466
δ^1 Gru,*,337.31739147484666,-43.49556159542195,24.146,-3.176,4.9,9.9981,G6/8III,3.97
ζ Gru,PM*,345.22003148243,-52.75411085788,-64.223,-17.832,-1.1,19.9108,K1IIIFe-1.2CN-0.5,4.115
θ Gru,**,346.71971026132354,-43.52035714808552,-47.17,-13.49,9.6,24.73,kF3VhF5mF5(II-III),4.332
θ Gru A,PM*,346.71970605831996,-43.52035584987,-47.446,-12.967,null,25.2088,null,4.4
ι Gru,SB*,347.5897011042054,-45.246709468953334,138.597,-28.14,-4.4,15.8566,K1III,3.877
λ Gru,PM*,331.52868672390497,-39.543353005568605,-24.133,-125.199,39.2,13.0876,K3III,4.458

α Her A,LP*,258.66188642083335,14.390371047222223,-17,47,-33.1,null,M5Ib-II,3.33,name=Rasalgethi
β Her,SB*,247.5550013403688,21.489610745563056,-98.822,-14.869,-25.91,22.0023,G7IIIaFe-0.5,2.77,name=Kornephoros
γ Her,PM*,245.4800609282779,19.153128540107776,-47.283,43.139,-30.73,16.867,A9IIIbn,3.76
δ Her,SB*,258.7579607430354,24.839206966655976,-21.18,-156.48,-40,43.41,A1IVn,3.13,name=Sarin
ε Her,SB*,255.0723889947846,30.926404226060278,-47.603,26.755,-25.1,19.7639,A0V,3.92
ζ Her,SB*,250.32150433146228,31.602718703799262,-461.52,342.28,-67.8,93.32,G0IV,2.8
ζ Her A,*,250.31919789825204,31.60458387836,null,null,null,null,null,2.88
η Her,PM*,250.7240206060716,38.922254919646385,35.482,-85.395,8.325,29.2595,G7IIIFe-1,3.5
θ Her,V*,269.06325406138296,37.250536666711376,2.956,6.692,-28.32,4.1002,K1IIaCN2,3.88
ι Her,bC*,264.86619540844913,46.006331382789725,-6.929,3.682,-18.9,6.5157,B3IV,3.8
κ Her A,*,242.01885684482002,17.04697752909,-34.067,-6.7,-10.12,8.2812,G7III,4.994,name=Marsic
κ Her B,*,242.02060621598997,17.054359695949998,-18.556,-24.736,32.21,7.8477,K0IV,6.23
λ Her,V*,262.68462425402,26.110645612289996,18.782,16.184,-26.51,8.2943,K3.5III,4.41,name=Maasym
µ^1 Her,**,266.61478040032705,27.720711383034715,-312.087,-773.179,-17.78,119.9248,G5IV,3.42
ξ Her,LP*,269.44119030886577,29.24787944585528,81.919,-18.962,-1.756,23.8544,G8.5III,3.7
ο Her,Be*,271.8856296342288,28.762491065638883,-0.018,8.153,-29.5,9.3487,B9.5III,3.827
π Her,V*,258.76180935986537,36.80916154895945,-27.402,2.925,-25.57,8.8991,K3II,3.18
ρ Her,**,260.92060052375,37.14594279138889,-39.38,7.71,-21,8.29,A0III+B9.5IVn,4.17
σ Her,**,248.52576011027003,42.43700948629999,-15.384,44.26,-10.9,10.856,B9V,4.196
τ Her,Pu*,244.93515332506078,46.31336170425528,-13.162,38.546,-15.5,10.1626,B5V,3.87
φ Her,a2*,242.19240090854004,44.93490593204,-25.359,36.884,-15.46,13.5751,B9VspHgMn,4.27
ω Her,a2*,246.35397780919,14.033267242409998,38.682,-59.551,-5.9,13.1034,A2VpCrSr,4.58,name=Cujam
102 Her,*,272.1895496947258,20.81455682891472,-2.073,-6.513,-14.9,2.8036,B2IV,4.347
109 Her,**,275.924540442535,21.769752669179447,195.971,-243.234,-58.16,26.9636,K2IIIab,3.84
110 Her,PM*,281.41552366368626,20.54630919062889,-9.086,-335.655,22.772,51.6743,F5.5IV-V,4.19
111 Her,PM*,281.75514297006,18.18151606222,98.835,115.12,-44.6,34.9987,AVa+,4.36

α Hor,PM*,63.50047592756917,-42.29436854309194,41.992,-203.157,21.749,27.721,K2III,3.86
β Hor,*,44.69915159969,-64.07128716789,23.142,4.943,23.6,10.1567,A3/5III(m),4.969
γ Hor,*,41.36448967439,-63.70455345717,19.119,-8.749,-18.79,17.7373,G8III/IV,5.743
δ Hor,**,62.710711357908345,-41.99364277524639,200.926,78.932,39.87,17.7987,F2IV/V,4.93
ζ Hor,SB*,40.16505561463,-54.54991191877,33.395,5.812,-1.1,20.2364,F6V,5.21
η Hor,**,39.351452616639996,-52.54310890289,101.535,-20.207,-3,25.207,A6V,5.293
ι Hor,PM*,40.63944444959251,-50.800293093935,333.716,219.423,16.934,57.6131,F8V,5.4
λ Hor,PM*,36.224624916020005,-60.31194805567001,-71.718,-131.35,28.34,20.9433,F2II/III,5.355
µ Hor,PM*,45.90341158317,-59.737774591039994,-73.668,-63.504,17.3,23.1077,F0III/IV,5.122
ν Hor,PM*,42.25619705806,-62.8065219516,94.372,28.564,13.58,19.2611,A2V,5.253
R Hor,Mi*,43.46987542233,-49.889647366729996,128.567,35.766,55,4.3236,M5-7e,8.14
T Hor,Mi*,45.21716804217,-50.64219062502,20.187,1.663,50,0.9044,M2/3e,8.69
U Hor,Mi*,58.19596314606,-45.83003939023,10.805,13.628,-19,0.9581,M6IIIe,7.8
V Hor,LP*,45.86821766051,-58.9330435769,18.42,-13.077,64.39,2.4569,M5-III,8.7
TU Hor,SB*,52.65397501117,-47.37512476434,64.591,19.511,-12,8.3368,A1V,5.968
TV Hor,LP*,37.56484653866,-57.8094280423,36.628,24.94,46.81,3.2745,M4/5III,6.859
TW Hor,C*,48.1381662957,-57.321549230420004,18.85,13.692,14.3,2.1714,C-N5IIIb:,5.71
WX Hor,Mi*,57.39924920762001,-52.07995692685,19.435,27.229,null,2.5557,M5/6III,7.56
WZ Hor,SB*,42.00469568864,-62.96411819741001,-74.811,-95.295,46.57,10.3437,F3/5V,8.06
XY Hor,LP*,42.42058973459001,-52.75846507539,-20.611,-18.111,24.2,2.3968,M5/6III,8.11
YY Hor,LP*,45.90220435393,-65.52853700041,8.311,21.798,1.79,1.601,M4III,8.13
YZ Hor,a2*,47.34210370788,-48.96273654311,28.015,11.642,null,4.5373,F0(pCrEu),8.14
AD Hor,dS*,53.957556577039995,-43.71638656642,15.376,17.36,null,4.9107,A2IV,7.02
AE Hor,EB*,62.27804920092,-48.47603769363,6.961,26.214,null,3.6688,A2mA9-F2,8.53

α Hya,*,141.89684459585948,-8.658599531745583,-15.23,34.37,-4.561,18.09,K3IIIa,1.97,name=Alphard
